cv_acc,cv_f1,data_name,model_name,param_c,param_gamma,param_linvar,prepr_name,test_acc,test_f1,is_normalized
0.5734358974358974,0.5495046220183651,GTZAN,meansvm,6.2105263157894735,1.0,,RhythmData,0.7,0.7391304347826088,0
0.4478974358974359,0.25539078381183644,GTZAN,meansvm,11.421052631578947,1e-10,,RhythmData,0.65,0.6666666666666666,0
0.4395897435897437,0.2855564100146143,GTZAN,meansvm,11.421052631578947,2.2122162910704502e-10,,RhythmData,0.65,0.6666666666666666,0
0.4296410256410257,0.31335809493704225,GTZAN,meansvm,11.421052631578947,4.893900918477499e-10,,RhythmData,0.65,0.6666666666666666,0
0.4344615384615385,0.3364825506621172,GTZAN,meansvm,11.421052631578947,1.0826367338740564e-09,,RhythmData,0.65,0.6666666666666666,0
0.44256410256410267,0.33206808312071473,GTZAN,meansvm,11.421052631578947,2.395026619987491e-09,,RhythmData,0.65,0.6666666666666666,0
0.4422564102564104,0.3344828021298609,GTZAN,meansvm,11.421052631578947,5.298316906283702e-09,,RhythmData,0.65,0.6666666666666666,0
0.4036923076923077,0.3169635390688022,GTZAN,meansvm,11.421052631578947,1.1721022975334791e-08,,RhythmData,0.65,0.6666666666666666,0
0.4037948717948718,0.3091339725395453,GTZAN,meansvm,11.421052631578947,2.5929437974046673e-08,,RhythmData,0.65,0.6666666666666666,0
0.4220512820512821,0.243946283946284,GTZAN,meansvm,11.421052631578947,5.736152510448681e-08,,RhythmData,0.65,0.6666666666666666,0
0.4555897435897436,0.2221072465654509,GTZAN,meansvm,11.421052631578947,1.2689610031679235e-07,,RhythmData,0.65,0.6666666666666666,0
0.4140512820512821,0.3076805869909318,GTZAN,meansvm,11.421052631578947,2.8072162039411807e-07,,RhythmData,0.65,0.6666666666666666,0
0.39620512820512827,0.3019537031301737,GTZAN,meansvm,11.421052631578947,6.210169418915616e-07,,RhythmData,0.65,0.65,0
0.44297435897435905,0.26404962459142023,GTZAN,meansvm,11.421052631578947,1.3738237958832638e-06,,RhythmData,0.65,0.6666666666666666,0
0.4405128205128206,0.3458658260206248,GTZAN,meansvm,11.421052631578947,3.039195382313201e-06,,RhythmData,0.7,0.6470588235294117,0
0.4452307692307692,0.2699169996383619,GTZAN,meansvm,11.421052631578947,6.723357536499334e-06,,RhythmData,0.55,0.35714285714285715,0
0.4741538461538463,0.3240711702012012,GTZAN,meansvm,11.421052631578947,1.487352107293512e-05,,RhythmData,0.575,0.4137931034482759,0
0.4577435897435898,0.3501282955617972,GTZAN,meansvm,11.421052631578947,3.290344562312671e-05,,RhythmData,0.725,0.6857142857142857,0
0.4501538461538462,0.2701852235808749,GTZAN,meansvm,11.421052631578947,7.278953843983159e-05,,RhythmData,0.525,0.29629629629629634,0
0.4449230769230769,0.28829656825080163,GTZAN,meansvm,11.421052631578947,0.00016102620275609426,,RhythmData,0.55,0.35714285714285715,0
0.4320000000000001,0.3141081318338275,GTZAN,meansvm,11.421052631578947,0.0003562247890262444,,RhythmData,0.5,0.3333333333333333,0
0.5084102564102564,0.4576066338385178,GTZAN,meansvm,11.421052631578947,0.0007880462815669921,,RhythmData,0.525,0.4864864864864865,0
0.588,0.5648083137509476,GTZAN,meansvm,11.421052631578947,0.0017433288221999908,,RhythmData,0.6,0.5294117647058824,0
0.5698461538461538,0.542921590486808,GTZAN,meansvm,11.421052631578947,0.003856620421163472,,RhythmData,0.6,0.5294117647058824,0
0.5758974358974357,0.5670055803489086,GTZAN,meansvm,11.421052631578947,0.008531678524172814,,RhythmData,0.65,0.6111111111111112,0
0.6067692307692307,0.6044532576491436,GTZAN,meansvm,11.421052631578947,0.018873918221351,,RhythmData,0.575,0.5405405405405405,0
0.6247179487179487,0.62666585831819,GTZAN,meansvm,11.421052631578947,0.041753189365604085,,RhythmData,0.625,0.5945945945945946,0
0.6086153846153847,0.5920347076755188,GTZAN,meansvm,11.421052631578947,0.09236708571873883,,RhythmData,0.625,0.6153846153846154,0
0.5934358974358974,0.5898371840305713,GTZAN,meansvm,11.421052631578947,0.2043359717856948,,RhythmData,0.625,0.6341463414634146,0
0.6111794871794872,0.6117305919886565,GTZAN,meansvm,11.421052631578947,0.452035365636024,,RhythmData,0.7,0.7272727272727272,0
0.5922051282051282,0.5966190072641686,GTZAN,meansvm,11.421052631578947,1.0,,RhythmData,0.7,0.7391304347826088,0
0.4609230769230769,0.29923739529002685,GTZAN,meansvm,16.631578947368418,1e-10,,RhythmData,0.65,0.6666666666666666,0
0.4374358974358975,0.3420434788855842,GTZAN,meansvm,16.631578947368418,2.2122162910704502e-10,,RhythmData,0.65,0.6666666666666666,0
0.43487179487179495,0.28050080155343315,GTZAN,meansvm,16.631578947368418,4.893900918477499e-10,,RhythmData,0.65,0.6666666666666666,0
0.4351794871794873,0.3215387636440268,GTZAN,meansvm,16.631578947368418,1.0826367338740564e-09,,RhythmData,0.65,0.6666666666666666,0
0.44287179487179495,0.3441719162771795,GTZAN,meansvm,16.631578947368418,2.395026619987491e-09,,RhythmData,0.65,0.6666666666666666,0
0.4111794871794873,0.26791765027059145,GTZAN,meansvm,16.631578947368418,5.298316906283702e-09,,RhythmData,0.65,0.6666666666666666,0
0.4248205128205129,0.28478873630576423,GTZAN,meansvm,16.631578947368418,1.1721022975334791e-08,,RhythmData,0.65,0.6666666666666666,0
0.439897435897436,0.21476832870021725,GTZAN,meansvm,16.631578947368418,2.5929437974046673e-08,,RhythmData,0.65,0.6666666666666666,0
0.4812307692307692,0.2627379097967333,GTZAN,meansvm,16.631578947368418,5.736152510448681e-08,,RhythmData,0.65,0.6666666666666666,0
0.4034871794871796,0.26127573836552165,GTZAN,meansvm,16.631578947368418,1.2689610031679235e-07,,RhythmData,0.65,0.6666666666666666,0
0.4270769230769231,0.2607916472931953,GTZAN,meansvm,16.631578947368418,2.8072162039411807e-07,,RhythmData,0.65,0.6666666666666666,0
0.4403076923076924,0.26489018430194905,GTZAN,meansvm,16.631578947368418,6.210169418915616e-07,,RhythmData,0.65,0.6666666666666666,0
0.4732307692307692,0.31893505431666697,GTZAN,meansvm,16.631578947368418,1.3738237958832638e-06,,RhythmData,0.675,0.6829268292682926,0
0.43220512820512813,0.3267756035557893,GTZAN,meansvm,16.631578947368418,3.039195382313201e-06,,RhythmData,0.6,0.4666666666666667,0
0.4740512820512822,0.2988818683481492,GTZAN,meansvm,16.631578947368418,6.723357536499334e-06,,RhythmData,0.55,0.35714285714285715,0
0.4612307692307694,0.26520409868370565,GTZAN,meansvm,16.631578947368418,1.487352107293512e-05,,RhythmData,0.575,0.4137931034482759,0
0.4579487179487181,0.30729700423266176,GTZAN,meansvm,16.631578947368418,3.290344562312671e-05,,RhythmData,0.7,0.6666666666666665,0
0.4581538461538462,0.2528240111892017,GTZAN,meansvm,16.631578947368418,7.278953843983159e-05,,RhythmData,0.525,0.29629629629629634,0
0.4552820512820514,0.2698493059614341,GTZAN,meansvm,16.631578947368418,0.00016102620275609426,,RhythmData,0.525,0.29629629629629634,0
0.5136410256410255,0.4146834458821267,GTZAN,meansvm,16.631578947368418,0.0003562247890262444,,RhythmData,0.525,0.3870967741935483,0
0.5995897435897436,0.5702934482335571,GTZAN,meansvm,16.631578947368418,0.0007880462815669921,,RhythmData,0.575,0.5142857142857143,0
0.617948717948718,0.5996247810160854,GTZAN,meansvm,16.631578947368418,0.0017433288221999908,,RhythmData,0.625,0.5714285714285715,0
0.6066666666666668,0.5920067825967184,GTZAN,meansvm,16.631578947368418,0.003856620421163472,,RhythmData,0.65,0.6111111111111112,0
0.6310769230769231,0.6143182640420035,GTZAN,meansvm,16.631578947368418,0.008531678524172814,,RhythmData,0.675,0.6486486486486486,0
0.653128205128205,0.6450261622435534,GTZAN,meansvm,16.631578947368418,0.018873918221351,,RhythmData,0.625,0.5945945945945946,0
0.6331282051282052,0.6265211765793814,GTZAN,meansvm,16.631578947368418,0.041753189365604085,,RhythmData,0.625,0.5945945945945946,0
0.5811282051282052,0.5559799107642687,GTZAN,meansvm,16.631578947368418,0.09236708571873883,,RhythmData,0.625,0.6153846153846154,0
0.5695384615384615,0.5659190215958148,GTZAN,meansvm,16.631578947368418,0.2043359717856948,,RhythmData,0.625,0.6341463414634146,0
0.5780512820512821,0.5653858563999229,GTZAN,meansvm,16.631578947368418,0.452035365636024,,RhythmData,0.7,0.7272727272727272,0
0.5344615384615384,0.5270616486521116,GTZAN,meansvm,16.631578947368418,1.0,,RhythmData,0.7,0.7391304347826088,0
0.4187692307692309,0.33778132199184835,GTZAN,meansvm,21.842105263157894,1e-10,,RhythmData,0.65,0.6666666666666666,0
0.4505641025641027,0.36687243634612055,GTZAN,meansvm,21.842105263157894,2.2122162910704502e-10,,RhythmData,0.65,0.6666666666666666,0
0.4451282051282052,0.35925585027752216,GTZAN,meansvm,21.842105263157894,4.893900918477499e-10,,RhythmData,0.65,0.6666666666666666,0
0.4298461538461539,0.3052659050027471,GTZAN,meansvm,21.842105263157894,1.0826367338740564e-09,,RhythmData,0.65,0.6666666666666666,0
0.4168205128205129,0.296781168607794,GTZAN,meansvm,21.842105263157894,2.395026619987491e-09,,RhythmData,0.65,0.6666666666666666,0
0.41928205128205137,0.2985934813093989,GTZAN,meansvm,21.842105263157894,5.298316906283702e-09,,RhythmData,0.65,0.6666666666666666,0
0.4657435897435898,0.2385313951722621,GTZAN,meansvm,21.842105263157894,1.1721022975334791e-08,,RhythmData,0.65,0.6666666666666666,0
0.43497435897435904,0.2649060825531414,GTZAN,meansvm,21.842105263157894,2.5929437974046673e-08,,RhythmData,0.65,0.6666666666666666,0
0.4166153846153847,0.29230827466121584,GTZAN,meansvm,21.842105263157894,5.736152510448681e-08,,RhythmData,0.65,0.6666666666666666,0
0.4219487179487181,0.3798475166896219,GTZAN,meansvm,21.842105263157894,1.2689610031679235e-07,,RhythmData,0.65,0.6666666666666666,0
0.4295384615384616,0.3094506270976859,GTZAN,meansvm,21.842105263157894,2.8072162039411807e-07,,RhythmData,0.65,0.6666666666666666,0
0.44010256410256415,0.3176685221267265,GTZAN,meansvm,21.842105263157894,6.210169418915616e-07,,RhythmData,0.65,0.6666666666666666,0
0.4554871794871795,0.2553872053872054,GTZAN,meansvm,21.842105263157894,1.3738237958832638e-06,,RhythmData,0.65,0.65,0
0.4917948717948718,0.2757384978282811,GTZAN,meansvm,21.842105263157894,3.039195382313201e-06,,RhythmData,0.575,0.4137931034482759,0
0.4659487179487179,0.29060133995118514,GTZAN,meansvm,21.842105263157894,6.723357536499334e-06,,RhythmData,0.575,0.4137931034482759,0
0.4633846153846154,0.3090990101516418,GTZAN,meansvm,21.842105263157894,1.487352107293512e-05,,RhythmData,0.575,0.4137931034482759,0
0.460923076923077,0.28738744514286313,GTZAN,meansvm,21.842105263157894,3.290344562312671e-05,,RhythmData,0.7,0.6666666666666665,0
0.4375384615384617,0.2915528956907121,GTZAN,meansvm,21.842105263157894,7.278953843983159e-05,,RhythmData,0.525,0.29629629629629634,0
0.4554871794871796,0.28956571024036365,GTZAN,meansvm,21.842105263157894,0.00016102620275609426,,RhythmData,0.525,0.29629629629629634,0
0.5340512820512819,0.4272391277959547,GTZAN,meansvm,21.842105263157894,0.0003562247890262444,,RhythmData,0.6,0.5294117647058824,0
0.6303589743589744,0.6130788213396908,GTZAN,meansvm,21.842105263157894,0.0007880462815669921,,RhythmData,0.6,0.5555555555555556,0
0.6069743589743589,0.5733350702183653,GTZAN,meansvm,21.842105263157894,0.0017433288221999908,,RhythmData,0.65,0.588235294117647,0
0.6697435897435897,0.6482974609931133,GTZAN,meansvm,21.842105263157894,0.003856620421163472,,RhythmData,0.675,0.6285714285714286,0
0.6460512820512821,0.6326417430275502,GTZAN,meansvm,21.842105263157894,0.008531678524172814,,RhythmData,0.7,0.6842105263157895,0
0.6433846153846153,0.6320417878965304,GTZAN,meansvm,21.842105263157894,0.018873918221351,,RhythmData,0.65,0.631578947368421,0
0.6591794871794872,0.6458126165762347,GTZAN,meansvm,21.842105263157894,0.041753189365604085,,RhythmData,0.65,0.631578947368421,0
0.5907692307692307,0.5887929573526773,GTZAN,meansvm,21.842105263157894,0.09236708571873883,,RhythmData,0.625,0.6153846153846154,0
0.5256410256410257,0.5375929006635566,GTZAN,meansvm,21.842105263157894,0.2043359717856948,,RhythmData,0.625,0.6341463414634146,0
0.5556923076923077,0.5212211756522181,GTZAN,meansvm,21.842105263157894,0.452035365636024,,RhythmData,0.7,0.7272727272727272,0
0.5836923076923077,0.588018723239113,GTZAN,meansvm,21.842105263157894,1.0,,RhythmData,0.7,0.7391304347826088,0
0.4374358974358975,0.3265159896738844,GTZAN,meansvm,27.052631578947373,1e-10,,RhythmData,0.65,0.6666666666666666,0
0.4453333333333334,0.2815161025687341,GTZAN,meansvm,27.052631578947373,2.2122162910704502e-10,,RhythmData,0.65,0.6666666666666666,0
0.4477948717948719,0.3127330337856654,GTZAN,meansvm,27.052631578947373,4.893900918477499e-10,,RhythmData,0.65,0.6666666666666666,0
0.4478974358974359,0.3037363059654081,GTZAN,meansvm,27.052631578947373,1.0826367338740564e-09,,RhythmData,0.65,0.6666666666666666,0
0.4504615384615385,0.3927322058901007,GTZAN,meansvm,27.052631578947373,2.395026619987491e-09,,RhythmData,0.65,0.6666666666666666,0
0.413948717948718,0.2695504116556748,GTZAN,meansvm,27.052631578947373,5.298316906283702e-09,,RhythmData,0.65,0.6666666666666666,0
0.42697435897435904,0.2761552795608523,GTZAN,meansvm,27.052631578947373,1.1721022975334791e-08,,RhythmData,0.65,0.6666666666666666,0
0.452923076923077,0.31872248188037666,GTZAN,meansvm,27.052631578947373,2.5929437974046673e-08,,RhythmData,0.65,0.6666666666666666,0
0.4266666666666668,0.29723952169772605,GTZAN,meansvm,27.052631578947373,5.736152510448681e-08,,RhythmData,0.65,0.6666666666666666,0
0.4217435897435897,0.2741117499631432,GTZAN,meansvm,27.052631578947373,1.2689610031679235e-07,,RhythmData,0.65,0.6666666666666666,0
0.42461538461538456,0.2980833401886033,GTZAN,meansvm,27.052631578947373,2.8072162039411807e-07,,RhythmData,0.675,0.6829268292682926,0
0.4453333333333334,0.2342734524483251,GTZAN,meansvm,27.052631578947373,6.210169418915616e-07,,RhythmData,0.65,0.6666666666666666,0
0.4735384615384615,0.34881857310649883,GTZAN,meansvm,27.052631578947373,1.3738237958832638e-06,,RhythmData,0.65,0.631578947368421,0
0.4635897435897437,0.2915297230003112,GTZAN,meansvm,27.052631578947373,3.039195382313201e-06,,RhythmData,0.575,0.4137931034482759,0
0.4920000000000001,0.3157444264255409,GTZAN,meansvm,27.052631578947373,6.723357536499334e-06,,RhythmData,0.575,0.4137931034482759,0
0.4659487179487179,0.3301211911119032,GTZAN,meansvm,27.052631578947373,1.487352107293512e-05,,RhythmData,0.575,0.4137931034482759,0
0.4586666666666667,0.2971670138904401,GTZAN,meansvm,27.052631578947373,3.290344562312671e-05,,RhythmData,0.725,0.6857142857142857,0
0.45282051282051294,0.27875144988735256,GTZAN,meansvm,27.052631578947373,7.278953843983159e-05,,RhythmData,0.525,0.29629629629629634,0
0.4427692307692308,0.3119055027770595,GTZAN,meansvm,27.052631578947373,0.00016102620275609426,,RhythmData,0.525,0.29629629629629634,0
0.5993846153846154,0.5327957788782375,GTZAN,meansvm,27.052631578947373,0.0003562247890262444,,RhythmData,0.65,0.6111111111111112,0
0.6794871794871794,0.655962555962556,GTZAN,meansvm,27.052631578947373,0.0007880462815669921,,RhythmData,0.625,0.5714285714285715,0
0.6954871794871794,0.6815406427217362,GTZAN,meansvm,27.052631578947373,0.0017433288221999908,,RhythmData,0.675,0.6285714285714286,0
0.6794871794871795,0.6624404823575639,GTZAN,meansvm,27.052631578947373,0.003856620421163472,,RhythmData,0.7,0.6666666666666665,0
0.6483076923076923,0.6322254375263763,GTZAN,meansvm,27.052631578947373,0.008531678524172814,,RhythmData,0.7,0.6842105263157895,0
0.6540512820512822,0.6519432363590284,GTZAN,meansvm,27.052631578947373,0.018873918221351,,RhythmData,0.65,0.631578947368421,0
0.6488205128205127,0.6254198930061,GTZAN,meansvm,27.052631578947373,0.041753189365604085,,RhythmData,0.675,0.6666666666666667,0
0.5782564102564102,0.5704582971292196,GTZAN,meansvm,27.052631578947373,0.09236708571873883,,RhythmData,0.625,0.6153846153846154,0
0.5867692307692308,0.5577777476242066,GTZAN,meansvm,27.052631578947373,0.2043359717856948,,RhythmData,0.625,0.6341463414634146,0
0.5670769230769229,0.5632016872016873,GTZAN,meansvm,27.052631578947373,0.452035365636024,,RhythmData,0.7,0.7272727272727272,0
0.5421538461538461,0.5309714153727148,GTZAN,meansvm,27.052631578947373,1.0,,RhythmData,0.7,0.7391304347826088,0
0.4112820512820513,0.3574378205957153,GTZAN,meansvm,32.263157894736835,1e-10,,RhythmData,0.65,0.6666666666666666,0
0.4348717948717951,0.31260029600586875,GTZAN,meansvm,32.263157894736835,2.2122162910704502e-10,,RhythmData,0.65,0.6666666666666666,0
0.4503589743589744,0.3182233626815671,GTZAN,meansvm,32.263157894736835,4.893900918477499e-10,,RhythmData,0.65,0.6666666666666666,0
0.447897435897436,0.3335002295528612,GTZAN,meansvm,32.263157894736835,1.0826367338740564e-09,,RhythmData,0.65,0.6666666666666666,0
0.43487179487179495,0.3022717454296402,GTZAN,meansvm,32.263157894736835,2.395026619987491e-09,,RhythmData,0.65,0.6666666666666666,0
0.4395897435897437,0.2940207812653633,GTZAN,meansvm,32.263157894736835,5.298316906283702e-09,,RhythmData,0.65,0.6666666666666666,0
0.447897435897436,0.3137236927329807,GTZAN,meansvm,32.263157894736835,1.1721022975334791e-08,,RhythmData,0.65,0.6666666666666666,0
0.42656410256410265,0.35749087211935515,GTZAN,meansvm,32.263157894736835,2.5929437974046673e-08,,RhythmData,0.65,0.6666666666666666,0
0.4010256410256411,0.3076188286714603,GTZAN,meansvm,32.263157894736835,5.736152510448681e-08,,RhythmData,0.65,0.6666666666666666,0
0.4345641025641027,0.265812079217652,GTZAN,meansvm,32.263157894736835,1.2689610031679235e-07,,RhythmData,0.65,0.6666666666666666,0
0.4510769230769231,0.2565382410274051,GTZAN,meansvm,32.263157894736835,2.8072162039411807e-07,,RhythmData,0.675,0.6829268292682926,0
0.447897435897436,0.33198299803562964,GTZAN,meansvm,32.263157894736835,6.210169418915616e-07,,RhythmData,0.65,0.6666666666666666,0
0.4562051282051283,0.3012362782951018,GTZAN,meansvm,32.263157894736835,1.3738237958832638e-06,,RhythmData,0.65,0.631578947368421,0
0.4433846153846153,0.2403352335086081,GTZAN,meansvm,32.263157894736835,3.039195382313201e-06,,RhythmData,0.575,0.4137931034482759,0
0.4041025641025641,0.284552394057038,GTZAN,meansvm,32.263157894736835,6.723357536499334e-06,,RhythmData,0.575,0.4137931034482759,0
0.4898461538461538,0.2902463283813397,GTZAN,meansvm,32.263157894736835,1.487352107293512e-05,,RhythmData,0.575,0.4137931034482759,0
0.44102564102564107,0.328946122054212,GTZAN,meansvm,32.263157894736835,3.290344562312671e-05,,RhythmData,0.725,0.6857142857142857,0
0.4563076923076924,0.2933431522275336,GTZAN,meansvm,32.263157894736835,7.278953843983159e-05,,RhythmData,0.525,0.29629629629629634,0
0.4870769230769231,0.3091685394583946,GTZAN,meansvm,32.263157894736835,0.00016102620275609426,,RhythmData,0.55,0.35714285714285715,0
0.6204102564102564,0.5509590156150033,GTZAN,meansvm,32.263157894736835,0.0003562247890262444,,RhythmData,0.7,0.6470588235294117,0
0.6597948717948718,0.6434736521075932,GTZAN,meansvm,32.263157894736835,0.0007880462815669921,,RhythmData,0.65,0.6111111111111112,0
0.7028717948717949,0.6827229595540278,GTZAN,meansvm,32.263157894736835,0.0017433288221999908,,RhythmData,0.7,0.6666666666666665,0
