cv_acc,cv_f1,data_name,model_name,param_c,param_gamma,param_linvar,prepr_name,test_acc,test_f1,is_normalized
0.4293333333333333,0.3298386040661084,GTZAN,meansvm,1.0,1e-10,,RhythmData,0.65,0.6666666666666666,0
0.4533333333333333,0.3549239642118899,GTZAN,meansvm,1.0,2.2122162910704502e-10,,RhythmData,0.65,0.6666666666666666,0
0.43220512820512813,0.2894144144144145,GTZAN,meansvm,1.0,4.893900918477499e-10,,RhythmData,0.65,0.6666666666666666,0
0.44256410256410267,0.3007643468324583,GTZAN,meansvm,1.0,1.0826367338740564e-09,,RhythmData,0.65,0.6666666666666666,0
0.4577435897435898,0.21857882227851266,GTZAN,meansvm,1.0,2.395026619987491e-09,,RhythmData,0.65,0.6666666666666666,0
0.4348717948717949,0.3207640103615336,GTZAN,meansvm,1.0,5.298316906283702e-09,,RhythmData,0.65,0.6666666666666666,0
0.4397948717948719,0.3570519657206964,GTZAN,meansvm,1.0,1.1721022975334791e-08,,RhythmData,0.65,0.6666666666666666,0
0.4604102564102564,0.3525441230704389,GTZAN,meansvm,1.0,2.5929437974046673e-08,,RhythmData,0.65,0.6666666666666666,0
0.4190769230769231,0.2360787171313487,GTZAN,meansvm,1.0,5.736152510448681e-08,,RhythmData,0.65,0.6666666666666666,0
0.4245128205128205,0.33712451947746064,GTZAN,meansvm,1.0,1.2689610031679235e-07,,RhythmData,0.65,0.6666666666666666,0
0.4351794871794872,0.2062031071318997,GTZAN,meansvm,1.0,2.8072162039411807e-07,,RhythmData,0.65,0.6666666666666666,0
0.4297435897435897,0.2979776085039243,GTZAN,meansvm,1.0,6.210169418915616e-07,,RhythmData,0.675,0.6829268292682926,0
0.401025641025641,0.2602125989122893,GTZAN,meansvm,1.0,1.3738237958832638e-06,,RhythmData,0.65,0.65,0
0.4502564102564103,0.3578444610023557,GTZAN,meansvm,1.0,3.039195382313201e-06,,RhythmData,0.625,0.6153846153846154,0
0.3982564102564103,0.2772195370956981,GTZAN,meansvm,1.0,6.723357536499334e-06,,RhythmData,0.675,0.6486486486486486,0
0.42697435897435904,0.2922853415113477,GTZAN,meansvm,1.0,1.487352107293512e-05,,RhythmData,0.675,0.6060606060606061,0
0.4455384615384616,0.2969925631071142,GTZAN,meansvm,1.0,3.290344562312671e-05,,RhythmData,0.625,0.5161290322580645,0
0.4015384615384615,0.3077644162396485,GTZAN,meansvm,1.0,7.278953843983159e-05,,RhythmData,0.625,0.5161290322580645,0
0.4212307692307693,0.28964497035113923,GTZAN,meansvm,1.0,0.00016102620275609426,,RhythmData,0.525,0.29629629629629634,0
0.416,0.2780413504433113,GTZAN,meansvm,1.0,0.0003562247890262444,,RhythmData,0.5,0.23076923076923075,0
0.4343589743589744,0.3412350137989764,GTZAN,meansvm,1.0,0.0007880462815669921,,RhythmData,0.525,0.3870967741935483,0
0.4581538461538462,0.39539591214200653,GTZAN,meansvm,1.0,0.0017433288221999908,,RhythmData,0.5,0.4736842105263158,0
0.4976410256410257,0.4725333176815499,GTZAN,meansvm,1.0,0.003856620421163472,,RhythmData,0.45,0.3888888888888888,0
0.4731282051282052,0.4387032793550587,GTZAN,meansvm,1.0,0.008531678524172814,,RhythmData,0.425,0.3428571428571429,0
0.513128205128205,0.4728805176525433,GTZAN,meansvm,1.0,0.018873918221351,,RhythmData,0.55,0.4705882352941176,0
0.48697435897435903,0.4565706324327014,GTZAN,meansvm,1.0,0.041753189365604085,,RhythmData,0.475,0.4324324324324324,0
0.5393846153846155,0.5403366004125624,GTZAN,meansvm,1.0,0.09236708571873883,,RhythmData,0.5,0.4736842105263158,0
0.5133333333333333,0.5246113198043024,GTZAN,meansvm,1.0,0.2043359717856948,,RhythmData,0.55,0.55,0
0.5694358974358973,0.593735798848702,GTZAN,meansvm,1.0,0.452035365636024,,RhythmData,0.65,0.6818181818181818,0
0.5322051282051281,0.5319665375192758,GTZAN,meansvm,1.0,1.0,,RhythmData,0.7,0.7599999999999999,0
0.4273846153846155,0.3659554291133239,GTZAN,meansvm,6.2105263157894735,1e-10,,RhythmData,0.65,0.6666666666666666,0
0.44482051282051294,0.3274001998460203,GTZAN,meansvm,6.2105263157894735,2.2122162910704502e-10,,RhythmData,0.65,0.6666666666666666,0
0.4272820512820513,0.25597187412976885,GTZAN,meansvm,6.2105263157894735,4.893900918477499e-10,,RhythmData,0.65,0.6666666666666666,0
0.4095384615384616,0.3558570190149138,GTZAN,meansvm,6.2105263157894735,1.0826367338740564e-09,,RhythmData,0.65,0.6666666666666666,0
0.447897435897436,0.3343884353172279,GTZAN,meansvm,6.2105263157894735,2.395026619987491e-09,,RhythmData,0.65,0.6666666666666666,0
0.4503589743589744,0.2439291038052648,GTZAN,meansvm,6.2105263157894735,5.298316906283702e-09,,RhythmData,0.65,0.6666666666666666,0
0.4246153846153847,0.30752782858046024,GTZAN,meansvm,6.2105263157894735,1.1721022975334791e-08,,RhythmData,0.65,0.6666666666666666,0
0.4060512820512822,0.2566795777322093,GTZAN,meansvm,6.2105263157894735,2.5929437974046673e-08,,RhythmData,0.65,0.6666666666666666,0
0.4505641025641026,0.26469689503745225,GTZAN,meansvm,6.2105263157894735,5.736152510448681e-08,,RhythmData,0.65,0.6666666666666666,0
0.4426666666666668,0.3989532252690148,GTZAN,meansvm,6.2105263157894735,1.2689610031679235e-07,,RhythmData,0.65,0.6666666666666666,0
0.4217435897435898,0.25849665454928616,GTZAN,meansvm,6.2105263157894735,2.8072162039411807e-07,,RhythmData,0.65,0.6666666666666666,0
0.4350769230769232,0.3322832983359299,GTZAN,meansvm,6.2105263157894735,6.210169418915616e-07,,RhythmData,0.675,0.6829268292682926,0
0.4276923076923078,0.32410980640082804,GTZAN,meansvm,6.2105263157894735,1.3738237958832638e-06,,RhythmData,0.65,0.65,0
0.4714871794871795,0.2913368432563479,GTZAN,meansvm,6.2105263157894735,3.039195382313201e-06,,RhythmData,0.65,0.631578947368421,0
0.471897435897436,0.3069535137491794,GTZAN,meansvm,6.2105263157894735,6.723357536499334e-06,,RhythmData,0.575,0.4137931034482759,0
0.4558974358974361,0.26618288626802555,GTZAN,meansvm,6.2105263157894735,1.487352107293512e-05,,RhythmData,0.575,0.4137931034482759,0
0.4550769230769232,0.27543013366038,GTZAN,meansvm,6.2105263157894735,3.290344562312671e-05,,RhythmData,0.7,0.6470588235294117,0
0.4481025641025641,0.2862395687998057,GTZAN,meansvm,6.2105263157894735,7.278953843983159e-05,,RhythmData,0.525,0.29629629629629634,0
0.4061538461538462,0.26426080222694626,GTZAN,meansvm,6.2105263157894735,0.00016102620275609426,,RhythmData,0.525,0.29629629629629634,0
0.4376410256410256,0.3321115890037683,GTZAN,meansvm,6.2105263157894735,0.0003562247890262444,,RhythmData,0.525,0.29629629629629634,0
0.4771282051282051,0.3866658312447786,GTZAN,meansvm,6.2105263157894735,0.0007880462815669921,,RhythmData,0.5,0.4444444444444445,0
0.4952820512820513,0.4804502369535643,GTZAN,meansvm,6.2105263157894735,0.0017433288221999908,,RhythmData,0.45,0.3888888888888888,0
0.5237948717948718,0.4628612233036337,GTZAN,meansvm,6.2105263157894735,0.003856620421163472,,RhythmData,0.5,0.4444444444444445,0
0.5467692307692307,0.5017562697698419,GTZAN,meansvm,6.2105263157894735,0.008531678524172814,,RhythmData,0.575,0.5142857142857143,0
0.5747692307692307,0.5537672737184561,GTZAN,meansvm,6.2105263157894735,0.018873918221351,,RhythmData,0.6,0.5789473684210527,0
0.6193846153846153,0.6004529700499217,GTZAN,meansvm,6.2105263157894735,0.041753189365604085,,RhythmData,0.6,0.5555555555555556,0
0.6250256410256411,0.6193741957677884,GTZAN,meansvm,6.2105263157894735,0.09236708571873883,,RhythmData,0.6,0.5789473684210527,0
0.6142564102564101,0.6113161229159121,GTZAN,meansvm,6.2105263157894735,0.2043359717856948,,RhythmData,0.6,0.6,0
0.6065641025641025,0.6048727007562429,GTZAN,meansvm,6.2105263157894735,0.452035365636024,,RhythmData,0.7,0.7272727272727272,0
