cv_acc,cv_acc_nc,cv_acc_pc,cv_f1,data_name,model_name,param_c,param_gamma,param_linvar,prepr_name,test_acc,test_acc_nc,test_acc_pc,test_f1
0.46875,0.5,0.5,0.3191489361702128,GTZAN,meansvm,16.63157894736842,7.27895384398316e-05,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.484375,0.5,0.5,0.3263157894736842,GTZAN,meansvm,16.63157894736842,0.00016102620275609426,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.390625,0.5,0.5,0.2808988764044944,GTZAN,meansvm,16.63157894736842,0.0003562247890262444,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.390625,0.5,0.5,0.2808988764044944,GTZAN,meansvm,16.63157894736842,0.0007880462815669921,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.5625,0.734375,0.390625,0.42671259089169533,GTZAN,meansvm,16.63157894736842,0.0017433288221999908,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.4375,0.5,0.5,0.30434782608695654,GTZAN,meansvm,16.63157894736842,0.0038566204211634724,,RhythmData,0.95,0.9,1.0,0.9523809523809523
0.6328125,0.7297297297297297,0.6301301301301301,0.5853310502283104,GTZAN,meansvm,16.63157894736842,0.008531678524172814,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.828125,0.7881773399014778,0.8827586206896552,0.835820895522388,GTZAN,meansvm,16.63157894736842,0.018873918221350997,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.8671875,0.7981427174975562,0.9384164222873901,0.8759590792838874,GTZAN,meansvm,16.63157894736842,0.04175318936560409,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.875,0.8299595141700404,0.9352226720647774,0.8736842105263158,GTZAN,meansvm,16.63157894736842,0.09236708571873885,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9453125,0.9545454545454546,0.9393939393939394,0.9446650124069479,GTZAN,meansvm,16.63157894736842,0.2043359717856948,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.96875,0.967741935483871,0.9687194525904204,0.9694152189870321,GTZAN,meansvm,16.63157894736842,0.45203536563602403,,RhythmData,0.9,0.8,1.0,0.9090909090909091
0.9453125,0.9684729064039409,0.9285714285714286,0.946070878274268,GTZAN,meansvm,16.63157894736842,1.0,,RhythmData,0.85,0.7,1.0,0.8695652173913044
0.46875,0.5,0.5,0.3191489361702128,GTZAN,meansvm,21.842105263157894,1e-10,,RhythmData,0.875,1.0,0.75,0.8571428571428571
0.46875,0.5,0.5,0.3191489361702128,GTZAN,meansvm,21.842105263157894,2.2122162910704502e-10,,RhythmData,0.875,1.0,0.75,0.8571428571428571
0.703125,0.96875,0.4375,0.5507518796992481,GTZAN,meansvm,21.842105263157894,4.893900918477499e-10,,RhythmData,0.875,1.0,0.75,0.8571428571428571
0.453125,0.5,0.5,0.3118279569892473,GTZAN,meansvm,21.842105263157894,1.0826367338740564e-09,,RhythmData,0.875,1.0,0.75,0.8571428571428571
0.4375,0.5,0.5,0.30434782608695654,GTZAN,meansvm,21.842105263157894,2.395026619987491e-09,,RhythmData,0.875,1.0,0.75,0.8571428571428571
0.484375,0.5,0.5,0.3263157894736842,GTZAN,meansvm,21.842105263157894,5.298316906283702e-09,,RhythmData,0.5,0.0,1.0,0.6666666666666666
0.484375,0.5,0.5,0.3263157894736842,GTZAN,meansvm,21.842105263157894,1.1721022975334793e-08,,RhythmData,0.725,0.45,1.0,0.7843137254901961
0.375,0.5,0.5,0.2727272727272727,GTZAN,meansvm,21.842105263157894,2.592943797404667e-08,,RhythmData,0.95,0.9,1.0,0.9523809523809523
0.484375,0.5,0.5,0.3263157894736842,GTZAN,meansvm,21.842105263157894,5.736152510448681e-08,,RhythmData,0.95,0.9,1.0,0.9523809523809523
0.453125,0.5,0.5,0.3118279569892473,GTZAN,meansvm,21.842105263157894,1.2689610031679235e-07,,RhythmData,0.85,0.7,1.0,0.8695652173913044
0.484375,0.5,0.5,0.3263157894736842,GTZAN,meansvm,21.842105263157894,2.807216203941181e-07,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.453125,0.5,0.5,0.3118279569892473,GTZAN,meansvm,21.842105263157894,6.210169418915616e-07,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.453125,0.5,0.5,0.3118279569892473,GTZAN,meansvm,21.842105263157894,1.3738237958832638e-06,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.484375,0.5,0.5,0.3263157894736842,GTZAN,meansvm,21.842105263157894,3.039195382313201e-06,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.75,0.796875,0.703125,0.7359307359307359,GTZAN,meansvm,21.842105263157894,6.723357536499335e-06,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.7578125,0.78125,0.734375,0.7376623376623377,GTZAN,meansvm,21.842105263157894,1.4873521072935119e-05,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.6328125,0.6875,0.578125,0.6067351598173516,GTZAN,meansvm,21.842105263157894,3.290344562312671e-05,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.453125,0.5,0.5,0.3118279569892473,GTZAN,meansvm,21.842105263157894,7.27895384398316e-05,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.484375,0.5,0.5,0.3263157894736842,GTZAN,meansvm,21.842105263157894,0.00016102620275609426,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.65625,0.65625,0.65625,0.651387827858416,GTZAN,meansvm,21.842105263157894,0.0003562247890262444,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.46875,0.5,0.5,0.3191489361702128,GTZAN,meansvm,21.842105263157894,0.0007880462815669921,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.453125,0.5,0.5,0.3118279569892473,GTZAN,meansvm,21.842105263157894,0.0017433288221999908,,RhythmData,0.875,0.75,1.0,0.888888888888889
0.40625,0.5,0.5,0.28888888888888886,GTZAN,meansvm,21.842105263157894,0.0038566204211634724,,RhythmData,0.95,0.9,1.0,0.9523809523809523
0.7265625,0.782051282051282,0.762051282051282,0.7242921013412816,GTZAN,meansvm,21.842105263157894,0.008531678524172814,,RhythmData,0.95,0.9,1.0,0.9523809523809523
0.8515625,0.8176470588235294,0.8892156862745098,0.8558823529411764,GTZAN,meansvm,21.842105263157894,0.018873918221350997,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.8515625,0.7942326490713587,0.9071358748778103,0.8615757042253521,GTZAN,meansvm,21.842105263157894,0.04175318936560409,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.90625,0.8764705882352941,0.9411764705882353,0.9092996555683122,GTZAN,meansvm,21.842105263157894,0.09236708571873885,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.921875,0.8852941176470588,0.95,0.9249767008387697,GTZAN,meansvm,21.842105263157894,0.2043359717856948,,RhythmData,0.975,0.95,1.0,0.975609756097561
