cv_acc,cv_acc_nc,cv_acc_pc,cv_f1,data_name,model_name,param_c,param_gamma,param_linvar,prepr_name,test_acc,test_acc_nc,test_acc_pc,test_f1,is_normalized
0.9458461538461538,0.9549450549450549,0.9454487179487179,0.9483447984149247,GTZAN,simple_cnn,,,True,RhythmData,0.975,0.95,1.0,0.975609756097561,1
0.945230758190155,0.9635627508163452,0.9559210538864136,0.9398340463638306,GTZAN,simple_cnn,,,,RhythmData,0.975,0.9428571224212646,1.0,0.9783782958984375,1
0.8993846153846153,0.8595238095238095,0.9406593406593406,0.9069458128078818,GTZAN,linear,,,True,RhythmData,0.975,0.95,1.0,0.975609756097561,1
0.8907692074775696,0.916730773448944,0.8552855491638184,0.8799508213996887,GTZAN,linear,,,,RhythmData,0.975,0.9428571224212646,1.0,0.9783782958984375,1
0.3913846153846154,0.6,0.4,0.21396825396825397,GTZAN,meansvm,1.0,1e-10,,RhythmData,0.875,1.0,0.75,0.8571428571428571,1
0.44553846153846155,0.6,0.4,0.24114114114114113,GTZAN,meansvm,1.0,2.2122162910704502e-10,,RhythmData,0.875,1.0,0.75,0.8571428571428571,1
0.4990769230769231,0.7846153846153847,0.3076923076923077,0.2758169934640523,GTZAN,meansvm,1.0,4.893900918477499e-10,,RhythmData,0.875,1.0,0.75,0.8571428571428571,1
0.492,0.6,0.43076923076923074,0.3093788525367473,GTZAN,meansvm,1.0,1.0826367338740564e-09,,RhythmData,0.875,1.0,0.75,0.8571428571428571,1
0.4609230769230769,0.4,0.6,0.38236130867709817,GTZAN,meansvm,1.0,2.395026619987491e-09,,RhythmData,0.875,1.0,0.75,0.8571428571428571,1
0.3981538461538462,0.4,0.6,0.3515057915057915,GTZAN,meansvm,1.0,5.298316906283702e-09,,RhythmData,0.5,0.0,1.0,0.6666666666666666,1
0.492,0.4769230769230769,0.5846153846153846,0.3941031941031941,GTZAN,meansvm,1.0,1.1721022975334793e-08,,RhythmData,0.725,0.45,1.0,0.7843137254901961,1
0.42184615384615387,0.6,0.4,0.23003003003003003,GTZAN,meansvm,1.0,2.592943797404667e-08,,RhythmData,0.95,0.9,1.0,0.9523809523809523,1
0.3984615384615385,0.4,0.6,0.35171261487050964,GTZAN,meansvm,1.0,5.736152510448681e-08,,RhythmData,0.95,0.9,1.0,0.9523809523809523,1
0.43784615384615383,0.8,0.2,0.10285714285714284,GTZAN,meansvm,1.0,1.2689610031679235e-07,,RhythmData,0.85,0.7,1.0,0.8695652173913044,1
0.43753846153846154,0.6,0.4,0.2378378378378378,GTZAN,meansvm,1.0,2.807216203941181e-07,,RhythmData,0.825,0.65,1.0,0.851063829787234,1
0.4064615384615385,0.6,0.4,0.22177606177606174,GTZAN,meansvm,1.0,6.210169418915616e-07,,RhythmData,0.825,0.65,1.0,0.851063829787234,1
0.4224615384615385,0.4,0.6,0.3630630630630631,GTZAN,meansvm,1.0,1.3738237958832638e-06,,RhythmData,0.825,0.65,1.0,0.851063829787234,1
0.45969230769230773,0.7230769230769231,0.3384615384615385,0.2303030303030303,GTZAN,meansvm,1.0,3.039195382313201e-06,,RhythmData,0.825,0.65,1.0,0.851063829787234,1
0.40707692307692306,0.4,0.6,0.35480909480909484,GTZAN,meansvm,1.0,6.723357536499335e-06,,RhythmData,0.825,0.65,1.0,0.851063829787234,1
0.492,0.5230769230769231,0.5384615384615385,0.38198198198198197,GTZAN,meansvm,1.0,1.4873521072935119e-05,,RhythmData,0.825,0.65,1.0,0.851063829787234,1
0.4913846153846154,0.7230769230769231,0.38461538461538464,0.2628571428571429,GTZAN,meansvm,1.0,3.290344562312671e-05,,RhythmData,0.825,0.65,1.0,0.851063829787234,1
0.5150769230769231,0.3230769230769231,0.7692307692307693,0.5374993868641782,GTZAN,meansvm,1.0,7.27895384398316e-05,,RhythmData,0.825,0.65,1.0,0.851063829787234,1
0.3987692307692308,0.6,0.4,0.21699346405228762,GTZAN,meansvm,1.0,0.00016102620275609426,,RhythmData,0.825,0.65,1.0,0.851063829787234,1
0.4532307692307692,0.4,0.6,0.3782677414256362,GTZAN,meansvm,1.0,0.0003562247890262444,,RhythmData,0.825,0.65,1.0,0.851063829787234,1
0.41415384615384615,0.6,0.4,0.22507936507936507,GTZAN,meansvm,1.0,0.0007880462815669921,,RhythmData,0.825,0.65,1.0,0.851063829787234,1
0.5064615384615385,0.8,0.3230769230769231,0.2582633053221289,GTZAN,meansvm,1.0,0.0017433288221999908,,RhythmData,0.825,0.65,1.0,0.851063829787234,1
0.4535384615384615,0.2,0.8,0.5120910384068279,GTZAN,meansvm,1.0,0.0038566204211634724,,RhythmData,0.825,0.65,1.0,0.851063829787234,1
0.5298461538461539,0.5846153846153846,0.5692307692307692,0.4212347083926031,GTZAN,meansvm,1.0,0.008531678524172814,,RhythmData,0.85,0.7,1.0,0.8695652173913044,1
0.4532307692307692,0.4,0.6,0.3782677414256362,GTZAN,meansvm,1.0,0.018873918221350997,,RhythmData,0.9,0.8,1.0,0.9090909090909091,1
0.6076923076923076,0.653992673992674,0.6489377289377289,0.5862010194827533,GTZAN,meansvm,1.0,0.04175318936560409,,RhythmData,0.925,0.85,1.0,0.9302325581395349,1
0.7975384615384616,0.8413186813186814,0.7625,0.7871284271284271,GTZAN,meansvm,1.0,0.09236708571873885,,RhythmData,0.975,0.95,1.0,0.975609756097561,1
0.836,0.7862004662004662,0.8837912087912088,0.8416680490428756,GTZAN,meansvm,1.0,0.2043359717856948,,RhythmData,0.975,0.95,1.0,0.975609756097561,1
0.858153846153846,0.7742857142857142,0.9191919191919192,0.8656140350877193,GTZAN,meansvm,1.0,0.45203536563602403,,RhythmData,0.95,0.9,1.0,0.9523809523809523,1
0.8747692307692307,0.8619047619047618,0.9037433155080216,0.8728043478260871,GTZAN,meansvm,1.0,1.0,,RhythmData,0.95,0.9,1.0,0.9523809523809523,1
0.4443076923076923,0.6,0.4769230769230769,0.33288717288717284,GTZAN,meansvm,6.2105263157894735,1e-10,,RhythmData,0.875,1.0,0.75,0.8571428571428571,1
0.4363076923076923,0.6,0.4461538461538462,0.29828548644338115,GTZAN,meansvm,6.2105263157894735,2.2122162910704502e-10,,RhythmData,0.875,1.0,0.75,0.8571428571428571,1
0.4535384615384615,0.6,0.4461538461538462,0.30758687258687256,GTZAN,meansvm,6.2105263157894735,4.893900918477499e-10,,RhythmData,0.875,1.0,0.75,0.8571428571428571,1
0.49169230769230765,0.7846153846153847,0.2923076923076923,0.2311111111111111,GTZAN,meansvm,6.2105263157894735,1.0826367338740564e-09,,RhythmData,0.875,1.0,0.75,0.8571428571428571,1
0.4067692307692307,0.6,0.4,0.22177606177606174,GTZAN,meansvm,6.2105263157894735,2.395026619987491e-09,,RhythmData,0.875,1.0,0.75,0.8571428571428571,1
0.4067692307692308,0.6,0.4,0.22222222222222224,GTZAN,meansvm,6.2105263157894735,5.298316906283702e-09,,RhythmData,0.5,0.0,1.0,0.6666666666666666,1
0.43015384615384616,0.4,0.6,0.36715663031452506,GTZAN,meansvm,6.2105263157894735,1.1721022975334793e-08,,RhythmData,0.725,0.45,1.0,0.7843137254901961,1
0.4609230769230769,0.6,0.4,0.24853801169590645,GTZAN,meansvm,6.2105263157894735,2.592943797404667e-08,,RhythmData,0.95,0.9,1.0,0.9523809523809523,1
