cv_acc,cv_acc_nc,cv_acc_pc,cv_f1,data_name,hyper_params,is_normalized,model_name,param_c,param_gamma,param_linvar,prepr_name,test_acc,test_acc_nc,test_acc_pc,test_f1
0.8766153846153847,0.9385923080187785,0.8128567943923977,0.8639758518862056,GTZAN,,1,mv_linear,,,,RhythmData,1.0,1.0,1.0,1.0
0.9835692307692306,0.9777511573393926,0.9891244703009408,0.9834985468042221,GTZAN,"{""C"": 58.315789473684205, ""gamma"": 0.04175318936560409}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9858769230769231,0.9836752136752136,0.9868515014397368,0.9857326798870608,GTZAN,"{""C"": 84.36842105263158, ""gamma"": 0.04175318936560409}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9937538461538462,0.9920367132867132,0.9953663003663002,0.9937469905088419,GTZAN,"{""C"": 89.57894736842105, ""gamma"": 0.018873918221350997}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9945230769230768,0.996,0.993,0.9935855448898926,GTZAN,"{""C"": 100.0, ""gamma"": 0.018873918221350997}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9889846153846154,0.9854787157287156,0.9926314518814517,0.988871656944487,GTZAN,"{""C"": 100.0, ""gamma"": 0.04175318936560409}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9843384615384616,0.9786432929815283,0.9893807303807304,0.9844666474984984,GTZAN,"{""hidden_neurons"": [200, 200, 200], ""dropout"": 0.0}",1,mv_nn,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9860307692307689,0.9822028804528803,0.989952380952381,0.9862765045411932,GTZAN,"{""hidden_neurons"": [200, 200, 200], ""dropout"": 0.25}",1,mv_nn,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9512615384615384,0.9641206244735655,0.9404553779553778,0.9482863553996894,GTZAN,"{""C"": 6.2105263157894735, ""gamma"": 0.018873918221350997}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9804615384615384,0.9786720142602495,0.9854386446886447,0.9789335748219886,GTZAN,"{""C"": 11.421052631578947, ""gamma"": 0.09236708571873885}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9180923076923075,0.9509299099593216,0.8982100775041951,0.9135342883470929,GTZAN,"{""C"": 16.63157894736842, ""gamma"": 0.0038566204211634724}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9826153846153847,0.9786385836385837,0.9859090909090908,0.980636963251685,GTZAN,"{""C"": 16.63157894736842, ""gamma"": 0.04175318936560409}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9795692307692309,0.9721482406482406,0.985929070929071,0.9798366541233107,GTZAN,"{""C"": 32.26315789473684, ""gamma"": 0.09236708571873885}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9366769230769231,0.9470384337884336,0.9341697305962009,0.9343476571714979,GTZAN,"{""C"": 42.68421052631579, ""gamma"": 0.0017433288221999908}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9655384615384612,0.9745435397935398,0.95823643023643,0.9644764208568664,GTZAN,"{""C"": 58.315789473684205, ""gamma"": 0.0038566204211634724}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9727076923076922,0.9862660672660671,0.9607167391432095,0.9721213091986326,GTZAN,"{""C"": 63.526315789473685, ""gamma"": 0.008531678524172814}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9867384615384615,0.9753263321645672,0.9967948717948718,0.9871798907671504,GTZAN,"{""C"": 79.1578947368421, ""gamma"": 0.04175318936560409}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9890769230769229,0.9833355533355532,0.9943949579831931,0.9897032845770477,GTZAN,"{""C"": 84.36842105263158, ""gamma"": 0.04175318936560409}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9578153846153846,0.9696867021867019,0.9514756028285437,0.9559781864053641,GTZAN,"{""C"": 100.0, ""gamma"": 0.0017433288221999908}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9766153846153844,0.9892343037079878,0.9632615276879981,0.9749031568516981,GTZAN,"{""C"": 100.0, ""gamma"": 0.008531678524172814}",1,mv_svm,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.974307692307692,0.9798695471195468,0.9674753579753578,0.972827585935374,GTZAN,"{""hidden_neurons"": [50], ""dropout"": 0.0}",1,mv_nn,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9984615384615384,0.9988235294117647,0.9988235294117647,0.998341307814992,GTZAN,"{""hidden_neurons"": [50, 50], ""dropout"": 0.0}",1,mv_nn,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9774461538461536,0.9826567158331864,0.9727707570207569,0.9766262443946584,GTZAN,"{""hidden_neurons"": [50, 50, 50], ""dropout"": 0.25}",1,mv_nn,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
0.9748923076923076,0.982695823784059,0.9679123295005647,0.9724806231260085,GTZAN,"{""hidden_neurons"": [100], ""dropout"": 0.25}",1,mv_nn,,,,RhythmData,0.975,0.95,1.0,0.975609756097561
