cv_acc,cv_acc_nc,cv_acc_pc,cv_f1,data_name,hyper_params,model_name,param_c,param_gamma,param_linvar,prepr_name,test_acc,test_acc_nc,test_acc_pc,test_f1,is_normalized
1.0,0.6,0.35975975975975977,0.4144615384615385,GTZAN,0.4,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 2.395026619987491e-09}",0.35,0.5185185185185185,0.675,1
1.0,0.6,0.3703312334891282,0.43753846153846154,GTZAN,0.4,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 5.298316906283702e-09}",0.35,0.5185185185185185,0.675,1
1.0,0.49230769230769234,0.35964912280701755,0.4753846153846154,GTZAN,0.6,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 1.1721022975334793e-08}",0.35,0.5185185185185185,0.675,1
1.0,0.6,0.3749644381223328,0.4455384615384615,GTZAN,0.4,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 2.592943797404667e-08}",0.35,0.5185185185185185,0.675,1
1.0,0.6615384615384615,0.46498851792969437,0.46861538461538454,GTZAN,0.4,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 5.736152510448681e-08}",0.35,0.5185185185185185,0.675,1
1.0,0.6,0.3705705705705706,0.43815384615384617,GTZAN,0.4,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 1.2689610031679235e-07}",0.35,0.5185185185185185,0.675,1
1.0,0.4769230769230769,0.36374269005847953,0.5070769230769231,GTZAN,0.6,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 2.807216203941181e-07}",0.35,0.5185185185185185,0.675,1
1.0,0.4,0.4290761349584879,0.592,GTZAN,0.8,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 6.210169418915616e-07}",0.35,0.5185185185185185,0.675,1
1.0,0.4,0.21116427432216905,0.39046153846153847,GTZAN,0.6,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 1.3738237958832638e-06}",0.35,0.5185185185185185,0.675,1
1.0,0.4615384615384615,0.3189189189189189,0.4446153846153845,GTZAN,0.6,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 3.039195382313201e-06}",0.35,0.5185185185185185,0.675,1
1.0,0.3230769230769231,0.2825062656641604,0.49876923076923074,GTZAN,0.8,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 6.723357536499335e-06}",0.35,0.5185185185185185,0.675,1
1.0,0.5076923076923077,0.3563398692810458,0.4529230769230769,GTZAN,0.6,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 1.4873521072935119e-05}",0.35,0.5185185185185185,0.675,1
1.0,0.5076923076923077,0.3885380116959064,0.5144615384615385,GTZAN,0.6,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 3.290344562312671e-05}",0.35,0.5185185185185185,0.675,1
1.0,0.5724786324786324,0.4766823514649602,0.4929230769230769,GTZAN,0.6125,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 7.27895384398316e-05}",0.35,0.5185185185185185,0.675,1
1.0,0.44786096256684493,0.5946932976088986,0.7187692307692307,GTZAN,1.0,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 0.00016102620275609426}",0.6,0.7499999999999999,0.8,1
1.0,0.4802413273001508,0.6446380090497739,0.7427692307692307,GTZAN,1.0,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 0.0003562247890262444}",0.8,0.888888888888889,0.9,1
1.0,0.6164102564102564,0.7604201680672269,0.8046153846153846,GTZAN,1.0,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 0.0007880462815669921}",0.85,0.9189189189189189,0.925,1
1.0,0.7332875457875458,0.8063753400595506,0.8353846153846153,GTZAN,0.9647058823529411,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 0.0017433288221999908}",1.0,1.0,1.0,1
1.0,0.8720318896789486,0.911314021841536,0.9138461538461538,GTZAN,0.9735042735042736,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 0.0038566204211634724}",1.0,1.0,1.0,1
0.95,0.919259825142178,0.9066438604196041,0.9141538461538461,GTZAN,0.9162820512820513,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 0.008531678524172814}",1.0,0.975609756097561,0.975,1
0.95,0.9690476190476189,0.967925925925926,0.9689230769230768,GTZAN,0.9703296703296704,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 0.018873918221350997}",1.0,0.975609756097561,0.975,1
0.95,1.0,0.9855900621118012,0.9843076923076923,GTZAN,0.9634920634920634,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 0.04175318936560409}",1.0,0.975609756097561,0.975,1
0.95,1.0,0.9808278867102397,0.9843076923076923,GTZAN,0.9722222222222223,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 0.09236708571873885}",1.0,0.975609756097561,0.975,1
0.95,0.9833333333333332,0.9772727272727273,0.9766153846153847,GTZAN,0.9634920634920636,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 0.2043359717856948}",1.0,0.975609756097561,0.975,1
0.95,0.9866666666666667,0.9654761904761905,0.9603076923076923,GTZAN,0.9275,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 0.45203536563602403}",1.0,0.975609756097561,0.975,1
0.95,0.9833333333333332,0.942670916741043,0.9452307692307693,GTZAN,0.9122943722943724,mv_svm,,,,RhythmData,"{""C"": 11.421052631578947, ""gamma"": 1.0}",1.0,0.975609756097561,0.975,1
1.0,0.4,0.2452347083926031,0.4535384615384615,GTZAN,0.6,mv_svm,,,,RhythmData,"{""C"": 16.63157894736842, ""gamma"": 1e-10}",0.35,0.5185185185185185,0.675,1
1.0,0.4615384615384615,0.32631578947368417,0.45969230769230773,GTZAN,0.6,mv_svm,,,,RhythmData,"{""C"": 16.63157894736842, ""gamma"": 2.2122162910704502e-10}",0.35,0.5185185185185185,0.675,1
1.0,0.6,0.3515057915057915,0.3987692307692307,GTZAN,0.4,mv_svm,,,,RhythmData,"{""C"": 16.63157894736842, ""gamma"": 4.893900918477499e-10}",0.05,0.09523809523809523,0.525,1
1.0,0.4,0.22507936507936507,0.41415384615384615,GTZAN,0.6,mv_svm,,,,RhythmData,"{""C"": 16.63157894736842, ""gamma"": 1.0826367338740564e-09}",0.35,0.5185185185185185,0.675,1
1.0,0.4615384615384615,0.3426556587547299,0.49169230769230765,GTZAN,0.6,mv_svm,,,,RhythmData,"{""C"": 16.63157894736842, ""gamma"": 2.395026619987491e-09}",0.35,0.5185185185185185,0.675,1
1.0,0.4,0.2321981424148607,0.42953846153846154,GTZAN,0.6,mv_svm,,,,RhythmData,"{""C"": 16.63157894736842, ""gamma"": 5.298316906283702e-09}",0.35,0.5185185185185185,0.675,1
1.0,0.4,0.2253968253968254,0.4138461538461538,GTZAN,0.6,mv_svm,,,,RhythmData,"{""C"": 16.63157894736842, ""gamma"": 1.1721022975334793e-08}",0.35,0.5185185185185185,0.675,1
1.0,0.6461538461538462,0.4458708708708709,0.4609230769230769,GTZAN,0.4,mv_svm,,,,RhythmData,"{""C"": 16.63157894736842, ""gamma"": 2.592943797404667e-08}",0.35,0.5185185185185185,0.675,1
