cv_acc,cv_acc_nc,cv_acc_pc,cv_f1,data_name,hyper_params,is_normalized,model_name,param_c,param_gamma,param_linvar,prepr_name,test_acc,test_acc_nc,test_acc_pc,test_f1
0.9458461538461538,0.9549450549450548,0.945448717948718,0.9483447984149248,GTZAN,,1,simple_cnn,,,True,RhythmData,0.975,0.95,1.0,0.975609756097561
0.945230758190155,0.9635627508163452,0.9559210538864136,0.9398340463638306,GTZAN,,1,simple_cnn,,,,RhythmData,0.975,0.9428571224212646,1.0,0.9783782958984376
0.8993846153846153,0.8595238095238095,0.9406593406593406,0.9069458128078818,GTZAN,,1,linear,,,True,RhythmData,0.975,0.95,1.0,0.975609756097561
0.8907692074775696,0.916730773448944,0.8552855491638184,0.8799508213996887,GTZAN,,1,linear,,,,RhythmData,0.975,0.9428571224212646,1.0,0.9783782958984376
0.3913846153846154,0.6,0.4,0.213968253968254,GTZAN,,1,meansvm,1.0,1e-10,,RhythmData,0.875,1.0,0.75,0.8571428571428571
0.4455384615384616,0.6,0.4,0.24114114114114116,GTZAN,,1,meansvm,1.0,2.2122162910704502e-10,,RhythmData,0.875,1.0,0.75,0.8571428571428571
0.4990769230769231,0.7846153846153847,0.3076923076923077,0.2758169934640523,GTZAN,,1,meansvm,1.0,4.893900918477499e-10,,RhythmData,0.875,1.0,0.75,0.8571428571428571
0.49200000000000005,0.6,0.4307692307692307,0.3093788525367473,GTZAN,,1,meansvm,1.0,1.0826367338740564e-09,,RhythmData,0.875,1.0,0.75,0.8571428571428571
0.4609230769230769,0.4,0.6,0.38236130867709817,GTZAN,,1,meansvm,1.0,2.395026619987491e-09,,RhythmData,0.875,1.0,0.75,0.8571428571428571
0.3981538461538462,0.4,0.6,0.3515057915057915,GTZAN,,1,meansvm,1.0,5.298316906283702e-09,,RhythmData,0.5,0.0,1.0,0.6666666666666666
0.49200000000000005,0.4769230769230769,0.5846153846153846,0.3941031941031941,GTZAN,,1,meansvm,1.0,1.1721022975334791e-08,,RhythmData,0.725,0.45,1.0,0.7843137254901961
0.42184615384615387,0.6,0.4,0.23003003003003006,GTZAN,,1,meansvm,1.0,2.5929437974046673e-08,,RhythmData,0.95,0.9,1.0,0.9523809523809524
0.3984615384615385,0.4,0.6,0.35171261487050964,GTZAN,,1,meansvm,1.0,5.736152510448681e-08,,RhythmData,0.95,0.9,1.0,0.9523809523809524
0.4378461538461538,0.8,0.2,0.10285714285714284,GTZAN,,1,meansvm,1.0,1.2689610031679235e-07,,RhythmData,0.85,0.7,1.0,0.8695652173913044
0.4375384615384616,0.6,0.4,0.2378378378378378,GTZAN,,1,meansvm,1.0,2.8072162039411807e-07,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.4064615384615385,0.6,0.4,0.2217760617760617,GTZAN,,1,meansvm,1.0,6.210169418915616e-07,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.4224615384615385,0.4,0.6,0.3630630630630631,GTZAN,,1,meansvm,1.0,1.3738237958832638e-06,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.4596923076923077,0.7230769230769231,0.3384615384615385,0.2303030303030303,GTZAN,,1,meansvm,1.0,3.039195382313201e-06,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.4070769230769231,0.4,0.6,0.35480909480909484,GTZAN,,1,meansvm,1.0,6.723357536499334e-06,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.49200000000000005,0.5230769230769231,0.5384615384615385,0.381981981981982,GTZAN,,1,meansvm,1.0,1.487352107293512e-05,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.4913846153846154,0.7230769230769231,0.38461538461538464,0.2628571428571429,GTZAN,,1,meansvm,1.0,3.290344562312671e-05,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.5150769230769231,0.3230769230769231,0.7692307692307693,0.5374993868641782,GTZAN,,1,meansvm,1.0,7.278953843983159e-05,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.3987692307692308,0.6,0.4,0.2169934640522876,GTZAN,,1,meansvm,1.0,0.00016102620275609426,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.4532307692307692,0.4,0.6,0.3782677414256362,GTZAN,,1,meansvm,1.0,0.0003562247890262444,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.41415384615384615,0.6,0.4,0.22507936507936507,GTZAN,,1,meansvm,1.0,0.0007880462815669921,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.5064615384615385,0.8,0.3230769230769231,0.2582633053221289,GTZAN,,1,meansvm,1.0,0.0017433288221999908,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.4535384615384615,0.2,0.8,0.5120910384068279,GTZAN,,1,meansvm,1.0,0.003856620421163472,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.5298461538461539,0.5846153846153846,0.5692307692307692,0.4212347083926031,GTZAN,,1,meansvm,1.0,0.008531678524172814,,RhythmData,0.85,0.7,1.0,0.8695652173913044
0.4532307692307692,0.4,0.6,0.3782677414256362,GTZAN,,1,meansvm,1.0,0.018873918221351,,RhythmData,0.9,0.8,1.0,0.9090909090909092
0.6076923076923076,0.653992673992674,0.6489377289377289,0.5862010194827533,GTZAN,,1,meansvm,1.0,0.041753189365604085,,RhythmData,0.925,0.85,1.0,0.9302325581395348
0.7975384615384616,0.8413186813186814,0.7625,0.7871284271284271,GTZAN,,1,meansvm,1.0,0.09236708571873883,,RhythmData,0.975,0.95,1.0,0.975609756097561
