cv_acc,cv_acc_nc,cv_acc_pc,cv_f1,data_name,hyper_params,is_normalized,model_name,param_c,param_gamma,param_linvar,prepr_name,test_acc,test_acc_nc,test_acc_pc,test_f1
-666.0,-666.0,-666.0,-666.0,GTZAN,"{""hidden_neurons"": [100], ""dropout"": 0.5}",1,mv_nn,,,,SpectroData,0.9834254143646409,0.9875,0.9801980198019802,0.9850746268656716
-666.0,-666.0,-666.0,-666.0,GTZAN,"{""C"": 68.73684210526315, ""gamma"": 0.0038566204211634724}",1,mv_svm,,,,SpectroData,0.9723756906077348,0.9625,0.9801980198019802,0.9753694581280787
-666.0,-666.0,-666.0,-666.0,GTZAN,,1,simple_cnn,,,,SpectroData,0.988950276243094,0.9864003408021031,0.9901780186437111,0.9904154572039019
-666.0,-666.0,-666.0,-666.0,GTZAN,,1,linear,,,,SpectroData,0.7955801118144673,0.7711351932083046,0.8237019787177197,0.81279783321349
-666.0,-666.0,-666.0,-666.0,GTZAN,,1,mv_linear,,,,SpectroData,0.9723756906077348,0.9875,0.9603960396039604,0.9748743718592964
